order_id,customer_id,order_date,brand,category,product_name,quantity,unit_price,total_price,is_installment
ORD00784,CUS0359,2022-06-24,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01592,CUS0365,2022-06-25,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02261,CUS0053,2022-06-25,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD00331,CUS0106,2022-06-25,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01222,CUS0400,2022-06-26,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD01593,CUS0406,2022-06-26,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02297,CUS0277,2022-06-26,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01831,CUS0476,2022-06-27,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01013,CUS0476,2022-06-28,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD02471,CUS0130,2022-06-28,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00814,CUS0337,2022-06-28,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD02082,CUS0170,2022-06-29,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD01704,CUS0089,2022-06-29,Oppo,Flagship,Find N3 Flip,2,25000000,50000000,0
ORD01941,CUS0455,2022-06-30,Apple,Accessories,Sạc 20W,2,500000,1000000,0
ORD00710,CUS0257,2022-06-30,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD02405,CUS0177,2022-06-30,Oppo,Flagship,Find N3 Flip,2,25000000,50000000,1
ORD00478,CUS0229,2022-06-30,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02248,CUS0257,2022-06-30,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00066,CUS0121,2022-07-01,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD02061,CUS0094,2022-07-01,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00850,CUS0262,2022-07-01,Oppo,Entry-level,A18,1,3900000,3900000,1
ORD02419,CUS0470,2022-07-01,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD00588,CUS0034,2022-07-01,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00251,CUS0277,2022-07-02,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00642,CUS0113,2022-07-03,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02427,CUS0389,2022-07-03,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00966,CUS0262,2022-07-03,Apple,Flagship,iPhone 14 Pro,2,25000000,50000000,0
ORD00394,CUS0391,2022-07-03,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD02491,CUS0036,2022-07-04,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00185,CUS0002,2022-07-04,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD02204,CUS0186,2022-07-05,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01084,CUS0220,2022-07-05,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD02000,CUS0227,2022-07-05,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD02280,CUS0230,2022-07-05,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD00093,CUS0155,2022-07-06,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD01351,CUS0241,2022-07-06,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00461,CUS0127,2022-07-06,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD01355,CUS0141,2022-07-06,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00928,CUS0297,2022-07-07,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00735,CUS0171,2022-07-07,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD02084,CUS0123,2022-07-07,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD01260,CUS0250,2022-07-07,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02147,CUS0231,2022-07-08,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD00476,CUS0053,2022-07-08,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD00755,CUS0279,2022-07-08,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD02072,CUS0476,2022-07-08,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD02111,CUS0489,2022-07-08,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD01494,CUS0451,2022-07-09,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD00779,CUS0362,2022-07-09,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD01921,CUS0442,2022-07-10,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00874,CUS0132,2022-07-10,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00817,CUS0198,2022-07-11,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD01335,CUS0128,2022-07-11,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD01090,CUS0127,2022-07-11,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD01972,CUS0267,2022-07-12,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD00470,CUS0437,2022-07-12,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD01321,CUS0398,2022-07-13,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01927,CUS0044,2022-07-13,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD00072,CUS0158,2022-07-13,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD00403,CUS0326,2022-07-13,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD00555,CUS0413,2022-07-13,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00724,CUS0436,2022-07-14,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00712,CUS0493,2022-07-14,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD00375,CUS0241,2022-07-14,Xiaomi,Entry-level,Redmi 12,2,3500000,7000000,0
ORD02465,CUS0160,2022-07-14,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00018,CUS0081,2022-07-14,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01824,CUS0034,2022-07-15,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01501,CUS0486,2022-07-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD02431,CUS0391,2022-07-15,Samsung,Mid-range,Galaxy M34,2,7000000,14000000,0
ORD00972,CUS0258,2022-07-15,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00424,CUS0461,2022-07-17,Samsung,Flagship,Galaxy S24 Ultra,2,31000000,62000000,1
ORD02142,CUS0192,2022-07-17,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD02108,CUS0438,2022-07-17,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD02474,CUS0183,2022-07-18,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01666,CUS0025,2022-07-18,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00827,CUS0070,2022-07-19,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD01505,CUS0120,2022-07-19,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01683,CUS0160,2022-07-19,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD01438,CUS0400,2022-07-19,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00967,CUS0183,2022-07-20,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01273,CUS0382,2022-07-20,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01700,CUS0337,2022-07-20,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD02139,CUS0309,2022-07-20,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD00096,CUS0257,2022-07-20,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00485,CUS0204,2022-07-21,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00378,CUS0188,2022-07-21,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD00368,CUS0478,2022-07-21,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD02011,CUS0306,2022-07-22,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD01231,CUS0310,2022-07-22,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01196,CUS0394,2022-07-23,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02056,CUS0500,2022-07-23,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD02237,CUS0432,2022-07-24,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD00728,CUS0054,2022-07-25,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02306,CUS0063,2022-07-26,Oppo,Mid-range,Reno 11,1,10000000,10000000,1
ORD00740,CUS0341,2022-07-26,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD02134,CUS0198,2022-07-26,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02409,CUS0482,2022-07-27,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01314,CUS0386,2022-07-28,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD00815,CUS0081,2022-07-28,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD02391,CUS0141,2022-07-28,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD02383,CUS0273,2022-07-28,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD01324,CUS0193,2022-07-29,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00973,CUS0265,2022-07-29,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00640,CUS0170,2022-07-29,Apple,Accessories,Sạc 20W,2,500000,1000000,0
ORD00058,CUS0082,2022-07-29,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD02075,CUS0356,2022-07-29,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01072,CUS0220,2022-07-30,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD00612,CUS0345,2022-07-30,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00563,CUS0266,2022-07-30,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD00484,CUS0220,2022-08-01,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD01288,CUS0224,2022-08-01,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD01394,CUS0140,2022-08-01,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02267,CUS0130,2022-08-01,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00154,CUS0481,2022-08-02,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD01753,CUS0008,2022-08-02,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD00946,CUS0045,2022-08-03,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01037,CUS0089,2022-08-04,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD02180,CUS0010,2022-08-04,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00846,CUS0384,2022-08-04,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD02430,CUS0382,2022-08-04,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02047,CUS0262,2022-08-04,Oppo,Entry-level,A18,1,3900000,3900000,0
ORD00664,CUS0359,2022-08-05,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01352,CUS0315,2022-08-05,Oppo,Mid-range,Reno 11,1,10000000,10000000,0
ORD00264,CUS0316,2022-08-05,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD02452,CUS0095,2022-08-05,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD01851,CUS0329,2022-08-05,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02154,CUS0179,2022-08-05,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD02199,CUS0406,2022-08-08,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00742,CUS0138,2022-08-08,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD01909,CUS0490,2022-08-08,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00192,CUS0213,2022-08-08,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD02487,CUS0315,2022-08-09,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD01188,CUS0279,2022-08-09,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01833,CUS0227,2022-08-09,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00939,CUS0412,2022-08-09,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD01772,CUS0271,2022-08-09,Apple,Flagship,iPhone 14 Pro,2,25000000,50000000,0
ORD01317,CUS0266,2022-08-09,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD01502,CUS0389,2022-08-09,Apple,Accessories,Sạc 20W,2,500000,1000000,0
ORD00836,CUS0492,2022-08-10,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD00570,CUS0365,2022-08-10,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD00759,CUS0171,2022-08-10,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD00699,CUS0141,2022-08-12,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00004,CUS0224,2022-08-12,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD02368,CUS0489,2022-08-12,Oppo,Mid-range,Reno 11,1,10000000,10000000,1
ORD00831,CUS0249,2022-08-12,Xiaomi,Accessories,Xiaomi Smart Band 8,2,990000,1980000,0
ORD02354,CUS0117,2022-08-12,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD01119,CUS0384,2022-08-14,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD00873,CUS0474,2022-08-14,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD00936,CUS0322,2022-08-14,Apple,Mid-range,iPhone 13,2,15000000,30000000,0
ORD00429,CUS0233,2022-08-15,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD01853,CUS0438,2022-08-15,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00635,CUS0428,2022-08-15,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD01838,CUS0208,2022-08-16,Apple,Flagship,iPhone 14 Pro,2,25000000,50000000,1
ORD01987,CUS0281,2022-08-16,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02453,CUS0093,2022-08-16,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD02207,CUS0075,2022-08-16,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,0
ORD01216,CUS0278,2022-08-16,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02094,CUS0089,2022-08-16,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00639,CUS0004,2022-08-16,Xiaomi,Flagship,Xiaomi 14,2,22000000,44000000,0
ORD01734,CUS0326,2022-08-17,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00762,CUS0476,2022-08-17,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD02392,CUS0083,2022-08-17,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00276,CUS0447,2022-08-17,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD01074,CUS0229,2022-08-17,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD00614,CUS0265,2022-08-17,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD01991,CUS0243,2022-08-18,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02185,CUS0262,2022-08-18,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD02493,CUS0454,2022-08-18,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD01185,CUS0454,2022-08-18,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD01897,CUS0290,2022-08-19,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD00956,CUS0003,2022-08-19,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD00255,CUS0140,2022-08-20,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01612,CUS0421,2022-08-20,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01121,CUS0154,2022-08-20,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD01091,CUS0142,2022-08-20,Oppo,Entry-level,A18,1,3900000,3900000,1
ORD02353,CUS0049,2022-08-20,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD02153,CUS0188,2022-08-21,Samsung,Entry-level,Galaxy A05,2,3000000,6000000,0
ORD01171,CUS0241,2022-08-21,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD00270,CUS0421,2022-08-21,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD02322,CUS0147,2022-08-22,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD01918,CUS0297,2022-08-22,Apple,Mid-range,iPhone 11,1,10000000,10000000,1
ORD00597,CUS0070,2022-08-22,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01168,CUS0352,2022-08-23,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01473,CUS0137,2022-08-23,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD00272,CUS0034,2022-08-23,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD01573,CUS0256,2022-08-23,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
ORD01155,CUS0036,2022-08-24,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,0
ORD00837,CUS0120,2022-08-24,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02235,CUS0243,2022-08-24,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD00150,CUS0002,2022-08-24,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD02006,CUS0183,2022-08-24,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01254,CUS0266,2022-08-24,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD00791,CUS0400,2022-08-24,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00617,CUS0089,2022-08-25,Oppo,Entry-level,A18,2,3900000,7800000,0
ORD00653,CUS0428,2022-08-25,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00631,CUS0128,2022-08-25,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00085,CUS0264,2022-08-25,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD00672,CUS0026,2022-08-25,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD01679,CUS0472,2022-08-27,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD00947,CUS0365,2022-08-27,Samsung,Entry-level,Galaxy A05,2,3000000,6000000,0
ORD00662,CUS0470,2022-08-27,Samsung,Mid-range,Galaxy M34,1,7000000,7000000,1
ORD00539,CUS0238,2022-08-27,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,0
ORD00496,CUS0382,2022-08-28,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,0
ORD01480,CUS0205,2022-08-29,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD02342,CUS0105,2022-08-29,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD02223,CUS0419,2022-08-29,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,0
ORD00420,CUS0145,2022-08-29,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD01841,CUS0160,2022-08-29,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD01392,CUS0070,2022-08-29,Samsung,Accessories,Galaxy Buds 2 Pro,1,4000000,4000000,0
ORD02390,CUS0008,2022-08-30,Apple,Accessories,Ốp lưng MagSafe,1,1200000,1200000,0
ORD02167,CUS0331,2022-08-30,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD02335,CUS0266,2022-08-30,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD02373,CUS0066,2022-08-30,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD00003,CUS0472,2022-08-30,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00034,CUS0094,2022-08-31,Oppo,Entry-level,A18,1,3900000,3900000,1
ORD01563,CUS0117,2022-08-31,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD01875,CUS0442,2022-09-01,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD00064,CUS0002,2022-09-01,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01478,CUS0235,2022-09-01,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00095,CUS0014,2022-09-01,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD00663,CUS0397,2022-09-02,Xiaomi,Entry-level,Redmi 12,1,3500000,3500000,1
ORD00383,CUS0012,2022-09-02,Xiaomi,Entry-level,Redmi 12,2,3500000,7000000,1
ORD01883,CUS0227,2022-09-02,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD02190,CUS0493,2022-09-03,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD01604,CUS0280,2022-09-03,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02238,CUS0466,2022-09-03,Apple,Mid-range,iPhone 13,1,15000000,15000000,0
ORD00952,CUS0449,2022-09-03,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD00913,CUS0155,2022-09-03,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,0
ORD01867,CUS0328,2022-09-03,Xiaomi,Mid-range,Redmi Note 13 Pro,1,7500000,7500000,1
ORD02300,CUS0075,2022-09-03,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01095,CUS0476,2022-09-05,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD01760,CUS0418,2022-09-05,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD00915,CUS0179,2022-09-05,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,1
ORD00227,CUS0218,2022-09-05,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD01406,CUS0433,2022-09-05,Oppo,Entry-level,A18,1,3900000,3900000,1
ORD02441,CUS0394,2022-09-06,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD02033,CUS0213,2022-09-06,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00181,CUS0304,2022-09-08,Oppo,Accessories,Tai nghe Enco Air,1,1500000,1500000,0
ORD02218,CUS0241,2022-09-09,Apple,Accessories,Sạc 20W,1,500000,500000,0
ORD01634,CUS0122,2022-09-10,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD01284,CUS0177,2022-09-10,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,1
ORD01521,CUS0470,2022-09-11,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD02287,CUS0029,2022-09-11,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00315,CUS0402,2022-09-11,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,1
ORD02012,CUS0093,2022-09-12,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00980,CUS0301,2022-09-12,Xiaomi,Accessories,Xiaomi Smart Band 8,1,990000,990000,0
ORD01021,CUS0361,2022-09-12,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,1
ORD00471,CUS0154,2022-09-13,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD00082,CUS0306,2022-09-13,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00760,CUS0166,2022-09-14,Apple,Flagship,iPhone 14 Pro,2,25000000,50000000,1
ORD02497,CUS0489,2022-09-14,Oppo,Flagship,Find N3 Flip,1,25000000,25000000,1
ORD01854,CUS0499,2022-09-14,Apple,Mid-range,iPhone 13,1,15000000,15000000,1
ORD02089,CUS0402,2022-09-15,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00919,CUS0028,2022-09-15,Samsung,Flagship,Galaxy S24 Ultra,1,31000000,31000000,1
ORD00969,CUS0274,2022-09-15,Apple,Accessories,AirPods Pro 2,1,6000000,6000000,0
ORD01433,CUS0066,2022-09-15,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00576,CUS0236,2022-09-15,Samsung,Mid-range,Galaxy A54,1,8500000,8500000,0
ORD01528,CUS0017,2022-09-15,Samsung,Accessories,Galaxy Watch 6,1,6500000,6500000,0
ORD00320,CUS0089,2022-09-16,Samsung,Flagship,Galaxy Z Fold 5,1,40000000,40000000,0
ORD01118,CUS0115,2022-09-16,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00925,CUS0277,2022-09-16,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01056,CUS0382,2022-09-17,Apple,Flagship,iPhone 15 Pro Max,1,34000000,34000000,0
ORD01862,CUS0265,2022-09-18,Samsung,Flagship,Galaxy S24 Ultra,2,31000000,62000000,1
ORD00040,CUS0306,2022-09-18,Apple,Mid-range,iPhone 11,2,10000000,20000000,1
ORD01439,CUS0297,2022-09-18,Xiaomi,Flagship,Xiaomi 14,1,22000000,22000000,1
ORD00261,CUS0406,2022-09-18,Apple,Mid-range,iPhone 11,1,10000000,10000000,0
ORD00277,CUS0246,2022-09-18,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,0
ORD01520,CUS0199,2022-09-19,Apple,Flagship,iPhone 14 Pro,1,25000000,25000000,1
ORD00961,CUS0499,2022-09-19,Apple,Accessories,Sạc 20W,2,500000,1000000,0
ORD00231,CUS0241,2022-09-19,Samsung,Entry-level,Galaxy A05,1,3000000,3000000,0
ORD00517,CUS0384,2022-09-19,Samsung,Accessories,Galaxy Buds 2 Pro,2,4000000,8000000,0
ORD00690,CUS0445,2022-09-19,Xiaomi,Accessories,Sạc dự phòng 10000mAh,1,400000,400000,0
